location,size,total_sqft,bath,price,enc_loc
Kudlu Gate,3,1535.0,3,78.0,141
Bannerghatta Road,2,1400.0,2,78.0,35
Raja Rajeshwari Nagar,1,500.0,1,25.0,176
Sarjapur  Road,2,1035.0,2,45.0,185
others,4,2150.0,4,80.0,219
Chikka Tirupathi,4,2325.0,4,120.0,54
Yelahanka,2,1120.0,2,55.0,215
Yelahanka,3,1662.0,2,67.98,215
Sarjapur  Road,2,1128.0,2,59.0,185
Amruthahalli,2,1200.0,2,55.0,15
others,2,1250.0,2,62.0,219
Kannamangala,2,957.0,2,56.0,121
Whitefield,2,1140.0,2,41.0,213
Kasturi Nagar,3,1565.0,3,88.5,124
Whitefield,2,1190.0,2,57.0,213
Whitefield,3,2842.0,3,162.0,213
Kanakpura Road,3,1558.67,2,65.0,120
Whitefield,3,1403.0,2,60.81,213
Kanakpura Road,3,1542.0,2,85.0,120
Kengeri Satellite Town,3,1635.0,2,78.0,129
Mysore Road,2,1239.0,2,53.0,158
Channasandra,2,1009.0,2,38.34,53
Hosa Road,3,1726.0,3,81.99,95
Kudlu Gate,3,1535.0,3,86.0,141
Banashankari Stage V,3,1300.0,2,58.5,30
others,3,1800.0,3,80.0,219
others,2,925.0,2,48.0,219
others,2,1395.0,2,63.59,219
Sonnenahalli,3,1415.0,2,55.0,194
Begur,3,1419.0,2,59.0,39
Kambipura,3,1082.0,2,45.0,116
KR Puram,2,1100.0,2,47.0,108
Hoodi,3,1606.0,3,89.55,91
Billekahalli,3,1650.0,3,88.0,44
Sarjapur  Road,3,1495.0,2,64.0,185
Balagere,2,1210.0,2,72.0,26
Whitefield,2,1232.0,2,45.0,213
Thanisandra,3,1430.0,2,51.46,199
Electronic City,2,1070.0,2,56.1,70
Electronic City,4,2000.0,4,120.0,70
Marathahalli,3,1610.0,3,90.0,153
Haralur Road,2,1140.0,2,43.0,84
Rachenahalli,3,1530.0,2,74.4,175
Whitefield,3,1485.0,3,65.0,213
others,2,1132.0,2,67.0,219
others,2,1262.0,2,63.0,219
JP Nagar,2,940.0,2,49.0,102
others,3,1515.0,3,88.0,219
Kothanur,3,1840.0,3,69.0,139
Electronic City,2,890.0,2,45.0,70
others,3,1655.0,3,86.06,219
Bommanahalli,3,1730.0,3,96.0,46
Yelahanka,3,2195.0,4,127.0,215
KR Puram,2,1200.0,2,71.0,108
Yelahanka,2,1075.0,2,51.5,215
others,2,1380.0,2,80.0,219
others,3,1450.0,3,65.0,219
Hoodi,3,1639.0,3,98.32,91
others,2,1200.0,2,54.0,219
others,2,1178.0,2,47.0,219
Chikkalasandra,3,1375.0,2,50.0,56
others,2,999.0,2,45.0,219
Kothannur,2,1100.0,2,40.0,138
Hoodi,4,2090.0,4,95.1,91
Lingadheeranahalli,3,1519.0,3,93.0,147
Dommasandra,3,1267.0,3,56.0,68
Marathahalli,2,1146.0,2,70.0,153
Kannamangala,3,1550.0,3,65.0,121
Raja Rajeshwari Nagar,3,1610.0,3,74.0,176
Bellandur,2,921.0,2,40.0,41
Bannerghatta Road,5,2700.0,5,158.0,35
Billekahalli,2,1090.0,2,52.0,44
others,2,920.0,2,39.55,219
Raja Rajeshwari Nagar,2,1105.0,2,65.0,176
Yeshwanthpur,3,1850.0,3,100.0,218
Judicial Layout,3,1300.0,3,64.0,107
others,3,1595.0,3,76.0,219
Horamavu Agara,2,755.0,2,37.49,92
Kanakpura Road,3,1300.0,2,69.0,120
Bannerghatta Road,2,1215.0,2,50.0,35
Kanakpura Road,2,900.0,2,46.0,120
Banashankari Stage III,2,1145.0,2,58.4,29
others,2,1093.0,2,65.0,219
Bannerghatta Road,3,1654.0,3,100.0,35
NGR Layout,2,1105.0,2,52.48,159
Babusapalaya,3,1611.0,2,66.0,25
others,2,1367.0,2,62.0,219
Devanahalli,2,1010.0,2,51.0,62
Horamavu Agara,2,982.0,2,47.65,92
Whitefield,2,1330.0,2,71.0,213
JP Nagar,3,2500.0,3,135.0,102
others,3,1475.0,2,58.99,219
Bhoganhalli,3,1410.0,3,65.0,43
Yelahanka New Town,1,440.0,1,16.5,216
Yelahanka,3,1614.0,3,95.0,215
Neeladri Nagar,2,1363.0,2,68.0,165
Kogilu,2,650.0,2,28.0,135
others,2,1015.0,2,45.0,219
Horamavu Banaswadi,2,1156.0,2,46.0,93
others,2,1100.0,2,62.7,219
others,2,930.0,2,45.0,219
others,3,1650.0,2,80.0,219
Karuna Nagar,4,2900.0,3,135.0,122
others,3,1240.0,2,46.0,219
Kodichikkanahalli,1,650.0,1,38.0,131
Budigere,1,764.0,1,32.0,50
Hoodi,3,1445.0,3,65.0,91
Kanakpura Road,2,900.0,1,45.0,120
Singasandra,2,1030.0,2,55.0,191
Yelahanka,3,1381.0,2,52.48,215
others,2,1100.0,2,60.0,219
Hoodi,3,1575.0,3,66.39,91
Thigalarapalya,2,1200.0,2,65.0,200
Begur Road,2,1200.0,2,43.2,40
Kammasandra,2,674.0,2,29.0,118
Whitefield,3,1405.0,2,78.0,213
Begur Road,2,1160.0,2,44.08,40
Electronic City,2,1128.0,2,65.65,70
Panathur,2,1180.0,2,70.0,172
others,3,1450.0,2,85.0,219
Rachenahalli,2,1050.0,2,53.5,175
Varthur,2,1125.0,2,40.0,206
Vittasandra,2,1246.0,2,68.0,212
HSR Layout,2,1372.0,2,61.0,83
Dasarahalli,2,1300.0,2,55.0,61
others,2,700.0,2,27.0,219
others,2,1050.0,2,45.0,219
Electronic City,2,865.0,2,42.0,70
Uttarahalli,2,1200.0,2,44.0,205
others,3,1756.0,3,100.0,219
Yelahanka,1,628.0,1,24.0,215
5th Phase JP Nagar,2,1207.0,2,63.0,5
others,3,1532.0,3,92.0,219
Kengeri,2,1197.0,2,50.0,128
others,2,1200.0,2,66.0,219
Whitefield,3,2225.0,3,115.0,213
others,2,1180.0,2,48.0,219
others,3,1435.0,3,70.0,219
Dommasandra,2,1200.0,2,50.0,68
Kalena Agrahara,2,980.0,2,40.0,114
Malleshpalya,2,1225.0,2,46.86,151
Whitefield,3,1541.0,3,72.0,213
Kaggalipura,2,950.0,2,39.0,112
others,3,1560.0,2,66.0,219
Chandapura,2,1500.0,2,60.0,52
Malleshpalya,3,1785.0,3,75.0,151
Raja Rajeshwari Nagar,2,1258.0,2,63.53,176
Electronic City,2,910.0,2,42.0,70
Kundalahalli,2,1291.0,2,49.0,143
others,2,1070.0,2,42.0,219
Mahadevpura,2,1260.0,2,57.6,149
Sarjapur  Road,2,1282.0,2,72.0,185
Kanakpura Road,3,1843.0,3,92.15,120
Konanakunte,3,1400.0,2,73.0,136
Whitefield,2,1192.0,2,71.0,213
Rayasandra,3,1373.0,3,72.0,181
7th Phase JP Nagar,2,1035.0,2,41.39,7
Kadugodi,4,3750.0,4,210.0,110
Doddakallasandra,2,1010.0,2,40.39,65
HSR Layout,3,1750.0,3,95.0,83
Malleshpalya,2,1052.0,2,50.0,151
Horamavu Banaswadi,2,1180.0,2,58.0,93
Hoodi,4,2863.0,4,140.0,91
HSR Layout,3,2424.0,3,90.0,83
others,2,1300.0,2,60.0,219
others,2,3040.0,1,180.0,219
Hosur Road,3,1427.0,2,80.63,98
Banjara Layout,3,1294.0,2,48.0,33
Begur,3,1580.0,3,75.0,39
Chikka Tirupathi,3,1808.0,4,80.27,54
others,2,1194.0,2,47.0,219
others,3,1310.0,2,50.0,219
others,4,1200.0,4,72.0,219
Bisuvanahalli,2,845.0,2,33.0,45
others,2,1135.0,2,68.0,219
Hoodi,3,1512.0,3,75.77,91
others,2,900.0,2,55.0,219
Jigani,3,1230.0,3,54.0,106
Whitefield,2,1277.0,2,61.3,213
others,2,1210.0,2,62.0,219
Yelahanka,2,890.0,2,40.0,215
others,3,1464.0,3,56.0,219
Electronic City,2,975.0,2,37.5,70
others,3,1600.0,3,80.0,219
Bommanahalli,1,520.0,1,19.5,46
Marathahalli,4,4000.0,5,212.0,153
Munnekollal,3,1390.0,3,68.0,156
Sahakara Nagar,2,1219.0,2,48.0,182
Kudlu Gate,3,1564.0,2,92.0,141
Kothannur,3,1300.0,2,60.0,138
Chikkabanavar,3,1600.0,2,80.0,55
Ramamurthy Nagar,3,1600.0,3,75.0,180
Shampura,2,1200.0,2,53.0,189
Kengeri,2,1200.0,2,58.0,128
Marathahalli,3,1469.0,3,89.0,153
Kanakapura,1,551.0,1,30.0,119
Electronics City Phase 1,2,1160.0,2,52.0,72
AECS Layout,2,1028.0,2,42.0,10
others,2,1100.0,2,50.0,219
Ramamurthy Nagar,2,1200.0,3,72.0,180
others,2,1269.72,2,68.0,219
Electronic City Phase II,2,1266.0,2,59.0,71
Mysore Road,2,1060.0,2,62.0,158
others,3,1168.0,3,70.0,219
Talaghattapura,3,2038.5,3,120.0,198
Hulimavu,2,1080.0,2,43.2,99
others,2,1300.0,2,65.0,219
Electronics City Phase 1,2,920.0,2,33.0,72
Harlur,2,1310.0,2,50.0,85
Horamavu Agara,3,1650.0,2,75.0,92
Raja Rajeshwari Nagar,2,1157.0,2,53.8,176
Konanakunte,4,3000.0,4,160.0,136
others,2,1243.0,2,58.0,219
Rachenahalli,3,1530.0,2,74.39,175
Yelahanka,3,1815.0,3,82.0,215
Yelahanka,1,654.0,1,38.4,215
Bannerghatta Road,2,1181.0,2,55.0,35
others,3,1616.0,3,75.0,219
Whitefield,3,1306.0,3,54.65,213
Whitefield,3,1626.0,3,89.0,213
Whitefield,3,1585.0,3,88.0,213
7th Phase JP Nagar,2,1370.0,2,56.17,7
Kanakpura Road,2,1495.0,2,90.0,120
Bannerghatta,3,1375.0,3,57.0,34
Whitefield,1,665.0,2,28.585,213
Yelahanka,2,1150.0,2,46.0,215
Hebbal,2,1080.0,2,54.0,86
Kaikondrahalli,3,1645.0,3,100.0,113
others,2,1410.0,2,67.0,219
Ramagondanahalli,1,540.0,1,30.0,179
Sarjapur  Road,2,1300.0,2,60.0,185
9th Phase JP Nagar,3,1890.0,2,85.0,9
others,2,1254.0,2,53.0,219
Kathriguppe,3,1245.0,2,68.48,125
Marathahalli,3,1678.0,3,70.0,153
Gunjur,3,1600.0,3,75.0,80
Electronics City Phase 1,3,1750.0,3,84.0,72
Whitefield,2,1125.0,2,62.0,213
others,3,1576.3768483699162,3,95.0,219
others,2,1000.0,2,50.0,219
Kasavanhalli,2,1100.0,2,50.0,123
Bisuvanahalli,2,845.0,2,37.0,45
Kambipura,2,883.0,2,39.0,116
Brookefield,3,1595.0,3,88.0,49
others,2,920.0,2,35.0,219
Choodasandra,2,1300.0,2,57.0,57
others,4,2400.0,3,142.0,219
8th Phase JP Nagar,2,1062.0,2,42.47,8
JP Nagar,2,1078.0,2,45.0,102
Bannerghatta Road,3,1460.0,2,72.0,35
Whitefield,3,1200.0,3,68.5,213
Laggere,1,1200.0,1,48.0,145
Kammasandra,3,912.0,2,39.0,118
Mysore Road,2,980.0,2,45.47,158
Sarjapur  Road,2,1000.0,2,40.0,185
Sarjapur  Road,2,1050.0,2,62.0,185
Hennur Road,2,1065.0,2,42.6,90
5th Phase JP Nagar,3,1725.0,2,100.0,5
Yelahanka,3,1705.0,3,74.16,215
Hebbal,2,1100.0,2,50.0,86
others,3,2000.0,3,85.0,219
HBR Layout,3,1722.0,3,95.0,81
Jigani,2,914.0,2,47.0,106
Hennur Road,3,1482.0,2,83.73,90
others,3,1670.0,3,91.86,219
Banaswadi,2,1184.0,2,53.0,32
Kodigehaali,2,1200.0,2,55.0,132
TC Palaya,2,1200.0,2,65.0,197
Jigani,2,927.0,2,55.0,106
Electronic City,3,1360.0,2,75.0,70
7th Phase JP Nagar,2,1180.0,2,72.0,7
Yelahanka New Town,2,550.0,2,26.0,216
Hennur,2,1225.0,2,57.0,89
others,3,1488.0,3,57.0,219
JP Nagar,1,1050.0,1,44.0,102
HSR Layout,2,1027.0,2,44.0,83
Kanakpura Road,3,1699.0,3,81.94,120
Whitefield,2,1205.0,2,58.0,213
Horamavu Agara,2,950.0,2,39.0,92
TC Palaya,2,1200.0,2,70.0,197
CV Raman Nagar,2,1070.0,2,55.0,51
Sector 2 HSR Layout,2,1296.0,2,75.0,187
Kanakpura Road,3,1570.0,3,64.5,120
Sarjapur,4,1550.0,2,65.0,184
Electronic City,2,770.0,1,40.0,70
Jalahalli,3,1870.0,3,110.0,104
Domlur,3,1429.0,3,86.0,67
Bommasandra,2,1035.0,2,41.73,47
Sarjapur,3,1576.3768483699162,3,76.0,184
Nagarbhavi,1,884.0,2,36.0,161
Hoodi,2,1026.0,2,60.87,91
Kaikondrahalli,2,1115.0,2,50.0,113
Subramanyapura,2,975.0,2,58.0,195
OMBR Layout,2,1101.0,2,65.5,167
Kanakpura Road,3,1560.0,3,92.0,120
Hennur Road,3,1482.0,2,87.0,90
Raja Rajeshwari Nagar,2,1185.0,2,47.39,176
Hulimavu,3,1758.0,3,65.0,99
Banaswadi,2,1145.0,2,55.0,32
Hormavu,2,1180.0,2,50.0,94
others,2,1260.0,2,58.0,219
Yelahanka,4,3461.0,2,173.0,215
Arekere,2,1190.0,2,55.0,21
Kogilu,2,1140.0,2,50.66,135
others,2,1250.0,2,65.0,219
others,2,1225.0,2,48.0,219
Jalahalli East,2,1020.0,2,58.0,105
others,2,1350.0,2,80.0,219
Anekal,2,925.0,2,40.0,18
others,3,2000.0,3,100.0,219
Frazer Town,3,1510.0,2,75.0,73
TC Palaya,2,900.0,2,55.0,197
Marathahalli,3,1530.0,3,74.5,153
Old Madras Road,3,1350.0,3,58.99,169
Kengeri,2,726.0,2,31.0,128
Begur Road,2,1200.0,2,45.0,40
Nagavarapalya,2,980.0,2,37.0,164
Uttarahalli,2,993.0,2,39.71,205
7th Phase JP Nagar,3,1300.0,2,52.0,7
Vittasandra,3,1743.0,3,85.0,212
Hormavu,2,1200.0,2,67.0,94
Electronic City Phase II,2,972.0,2,44.0,71
Marathahalli,3,1840.0,3,98.0,153
Electronic City,2,1128.0,2,64.0,70
others,2,2400.0,2,95.0,219
others,2,1045.0,2,42.0,219
others,2,955.0,2,53.55,219
Doddakallasandra,3,1360.0,2,54.39,65
BTM Layout,2,1150.0,2,63.0,24
others,2,1115.0,2,56.87,219
Jigani,2,920.0,2,46.0,106
Bommasandra Industrial Area,2,1030.0,2,41.0,48
Uttarahalli,2,1045.0,2,45.0,205
Subramanyapura,2,1277.0,2,55.0,195
others,3,1690.0,3,75.0,219
Hormavu,2,1200.0,3,70.0,94
Yelahanka,4,3042.0,4,131.0,215
others,2,1068.0,2,40.05,219
Kanakpura Road,2,1135.0,2,58.0,120
Begur Road,3,1615.0,3,60.0,40
others,1,650.0,1,26.0,219
Kaggadasapura,2,1150.0,2,42.0,111
Arekere,1,600.0,1,28.0,21
Koramangala,3,1600.0,3,88.0,137
GM Palaya,2,1000.0,2,36.0,74
Vittasandra,2,1238.0,2,67.0,212
others,2,900.0,2,45.0,219
Gubbalala,3,1745.0,3,104.0,79
Kogilu,2,1200.0,2,53.33,135
Kanakapura,2,1020.0,2,42.83,119
others,3,1550.0,2,70.0,219
5th Phase JP Nagar,2,1440.0,2,60.0,5
others,2,916.0,2,42.0,219
others,3,1358.0,3,50.0,219
Hoodi,2,1050.0,2,50.0,91
Talaghattapura,3,2106.0,3,126.0,198
Bhoganhalli,3,1718.0,3,90.2,43
Raja Rajeshwari Nagar,3,1530.0,3,57.0,176
5th Block Hbr Layout,2,1206.0,2,56.0,4
Hebbal,2,1075.0,2,52.0,86
Nagavara,4,2172.65,3,120.0,163
CV Raman Nagar,2,740.0,2,37.0,51
Uttarahalli,2,850.0,2,37.93,205
Jalahalli,2,1400.0,1,80.0,104
Sonnenahalli,2,896.0,2,43.75,194
Vijayanagar,2,1180.0,2,65.0,209
others,2,850.0,2,33.0,219
Kanakapura,3,1699.0,3,97.0,119
Bellandur,4,2025.0,4,109.0,41
others,1,500.0,1,20.0,219
Abbigere,1,765.0,2,30.0,11
others,3,1765.0,3,105.0,219
Kasavanhalli,3,1980.0,3,88.0,123
others,2,1265.0,2,70.0,219
Bommasandra,2,1034.0,2,40.0,47
others,2,1012.0,2,59.0,219
Electronic City,2,1070.0,2,54.0,70
5th Block Hbr Layout,3,1270.0,2,70.0,4
Mysore Road,2,883.0,2,40.0,158
Yeshwanthpur,1,671.0,1,36.85,218
Ramagondanahalli,3,1635.0,3,62.0,179
Budigere,2,1139.0,2,62.0,50
CV Raman Nagar,2,1230.0,3,47.0,51
others,1,581.91,2,25.0,219
Marathahalli,4,3951.0,4,220.0,153
Electronics City Phase 1,3,1350.0,3,55.0,72
Akshaya Nagar,3,1600.0,2,65.0,12
Horamavu Banaswadi,2,1307.0,2,51.6,93
7th Phase JP Nagar,3,1050.0,2,57.0,7
Hennur Road,3,1703.0,3,101.0,90
Kaggalipura,3,1210.0,2,58.0,112
7th Phase JP Nagar,3,1343.0,2,56.41,7
R.T. Nagar,3,1560.0,3,85.0,174
others,2,925.0,2,51.0,219
Kanakpura Road,3,1420.0,2,75.0,120
others,2,1210.0,2,60.0,219
Hoskote,3,1250.0,3,50.0,97
9th Phase JP Nagar,2,1100.0,2,65.0,9
Jakkur,2,1100.0,2,53.35,103
Bellandur,3,1398.0,3,68.0,41
Magadi Road,3,1322.0,2,58.82,148
others,2,1100.0,2,55.0,219
Sarjapur,3,1285.0,2,68.0,184
Thanisandra,3,1430.0,2,56.0,199
Marathahalli,3,1350.0,2,62.0,153
Thubarahalli,2,1185.0,2,65.0,201
Bannerghatta Road,3,1760.0,3,67.0,35
Kanakpura Road,2,900.0,2,41.0,120
Ramamurthy Nagar,2,950.0,2,50.79,180
Chikkabanavar,5,1200.0,4,70.0,55
BTM 2nd Stage,2,950.0,2,52.0,23
Electronic City,3,1571.0,3,89.0,70
Electronic City Phase II,2,1031.0,2,55.0,71
Whitefield,2,1485.0,2,90.0,213
Ananth Nagar,2,1109.0,2,60.0,17
Whitefield,1,950.0,1,50.0,213
Electronic City Phase II,2,1003.0,2,40.6,71
Hulimavu,2,1255.0,2,73.0,99
Banaswadi,2,1250.0,2,60.0,32
Ramamurthy Nagar,3,1200.0,2,66.0,180
Kothanur,5,9600.0,5,550.0,139
Kaikondrahalli,3,1220.0,3,56.0,113
Electronic City,3,1111.0,3,50.0,70
Kothannur,2,1197.0,2,47.88,138
Kudlu Gate,2,1238.0,2,55.0,141
7th Phase JP Nagar,3,1405.0,2,59.01,7
Doddaballapur,4,1690.0,3,80.0,64
Margondanahalli,2,1090.0,2,58.0,154
Varthur,2,1112.0,2,40.0,206
Marathahalli,3,1385.0,2,66.65,153
Electronic City Phase II,2,545.0,1,27.0,71
Subramanyapura,2,985.0,2,58.0,195
Kanakpura Road,1,825.0,1,36.29,120
Kengeri Satellite Town,2,1050.0,2,43.0,129
Banashankari Stage VI,4,4800.0,4,190.0,31
others,3,1560.0,3,85.0,219
Whitefield,4,3584.0,4,199.0,213
Channasandra,3,1470.0,2,90.0,53
9th Phase JP Nagar,2,1035.0,2,45.0,9
Kammanahalli,2,1160.0,2,52.0,117
Jakkur,2,1100.0,2,52.0,103
Bannerghatta Road,1,595.0,1,31.83,35
Ramagondanahalli,2,1235.0,2,46.8,179
others,3,1270.0,2,50.79,219
Bannerghatta Road,2,1105.0,2,51.0,35
Attibele,4,2168.0,4,95.0,22
Yelahanka,2,1065.0,2,40.84,215
Whitefield,1,825.0,1,45.0,213
others,2,1095.0,2,40.0,219
others,3,1440.0,2,60.33,219
Electronic City,2,870.0,2,39.5,70
others,2,1200.0,2,49.5,219
Raja Rajeshwari Nagar,3,1530.0,3,61.2,176
Padmanabhanagar,3,1708.0,2,90.5,170
others,2,975.0,2,43.0,219
Thanisandra,2,1183.0,2,58.56,199
Mico Layout,3,1550.0,2,65.0,155
Kaggadasapura,2,1110.0,2,53.0,111
Anekal,3,1800.0,3,68.0,18
Prithvi Layout,2,1190.0,2,68.0,173
Sarjapur  Road,3,1929.0,4,103.0,185
Banashankari,2,1125.0,2,63.0,27
others,2,900.0,2,42.0,219
Sarjapur  Road,2,1155.0,2,58.0,185
Sonnenahalli,2,1268.0,2,73.0,194
others,3,1500.0,3,88.0,219
Seegehalli,3,1525.0,3,65.0,188
Kaggadasapura,2,1060.0,2,48.0,111
Begur Road,3,1410.0,2,53.0,40
7th Phase JP Nagar,2,1075.0,2,42.99,7
others,2,1010.0,2,46.0,219
Kanakpura Road,2,983.0,2,50.6,120
Kasturi Nagar,2,1101.0,2,65.0,124
Kengeri Satellite Town,2,1007.0,2,42.0,129
others,2,1370.0,2,75.0,219
others,2,1316.0,2,55.5,219
Kaggadasapura,3,1350.0,3,55.5,111
others,2,1050.0,2,43.0,219
KR Puram,3,1128.76,3,47.405,108
Electronic City,2,921.0,2,34.0,70
Kundalahalli,2,1010.0,2,49.27,143
KR Puram,2,1015.0,2,43.0,108
TC Palaya,3,1200.0,2,66.5,197
Anjanapura,4,1850.0,4,86.0,19
Bellandur,3,1605.0,3,85.0,41
others,6,2400.0,7,110.0,219
others,2,1000.0,1,55.0,219
Kammasandra,2,1200.0,2,66.0,118
others,2,1200.0,2,50.0,219
Hennur,2,1255.0,2,57.5,89
others,2,1313.0,2,58.27,219
Harlur,2,1200.0,2,49.5,85
Old Madras Road,2,935.0,2,45.0,169
others,2,936.0,2,42.0,219
Hennur Road,2,1232.0,2,69.61,90
Sarjapur  Road,3,1819.0,3,100.0,185
9th Phase JP Nagar,4,5000.0,4,290.0,9
others,2,1256.0,2,60.0,219
7th Phase JP Nagar,2,1100.0,2,44.0,7
Kothanur,3,1435.0,3,70.0,139
Sarjapur  Road,3,1845.0,4,110.0,185
Jigani,3,2400.0,4,130.0,106
Ulsoor,2,1200.0,2,60.0,204
others,2,1020.0,2,37.0,219
Bommanahalli,1,515.0,1,25.0,46
others,2,830.0,2,34.0,219
Singasandra,2,600.0,2,36.5,191
Bannerghatta Road,2,1255.0,2,65.26,35
1st Phase JP Nagar,5,1500.0,5,85.0,2
Kothannur,2,740.0,2,34.0,138
Kengeri,3,1250.0,3,48.0,128
Sarjapur  Road,3,1525.0,2,60.0,185
Subramanyapura,3,1245.0,2,68.0,195
Whitefield,2,1155.0,2,60.0,213
others,2,1520.0,2,62.0,219
Banashankari,3,1340.0,2,53.6,27
Hennur Road,2,987.0,2,49.0,90
Old Madras Road,3,1720.0,3,100.0,169
Hebbal,2,1040.0,2,50.0,86
Raja Rajeshwari Nagar,2,1030.0,2,50.0,176
Neeladri Nagar,3,2556.0,3,133.0,165
Electronics City Phase 1,2,940.0,2,40.0,72
others,2,946.0,2,38.0,219
Vittasandra,2,1404.0,2,75.0,212
Kengeri,2,1025.0,2,57.0,128
others,2,860.0,1,43.0,219
Kothannur,2,1197.0,2,47.8,138
Garudachar Palya,2,1150.0,2,52.75,75
R.T. Nagar,2,1040.0,2,46.0,174
Banashankari,2,1310.0,2,80.0,27
Uttarahalli,3,1788.0,3,98.34,205
Anjanapura,2,1070.0,2,39.0,19
others,2,1200.0,2,70.0,219
Margondanahalli,2,1200.0,2,58.5,154
Kasavanhalli,3,1646.0,3,79.5,123
Sarjapur  Road,4,4395.0,4,242.0,185
Hosakerehalli,2,1085.0,2,47.74,96
Budigere,2,1139.0,2,56.8,50
Haralur Road,2,1092.0,2,44.0,84
others,3,1767.0,3,98.0,219
others,3,1700.0,3,80.0,219
Bellandur,3,1692.0,3,88.0,41
6th Phase JP Nagar,3,1645.0,3,100.0,6
Uttarahalli,3,1345.0,2,57.0,205
Gollarapalya Hosahalli,3,1408.0,3,62.0,76
Sarjapur  Road,3,1220.0,3,56.0,185
others,2,1300.0,2,79.0,219
KR Puram,2,1470.0,2,86.0,108
others,2,1311.0,2,48.0,219
others,3,1400.0,2,55.0,219
Vidyaranyapura,2,1060.0,2,55.0,208
Whitefield,3,2010.0,3,92.0,213
Kanakpura Road,3,1480.0,2,64.23,120
Gottigere,3,1300.0,3,65.0,77
Singasandra,2,1100.0,2,52.0,191
Marathahalli,2,957.0,2,46.9,153
Balagere,1,790.5,1,41.9,26
others,3,1942.0,3,102.0,219
others,2,1000.0,2,53.0,219
Yeshwanthpur,1,668.0,1,36.85,218
Uttarahalli,2,1089.0,2,43.55,205
Thanisandra,3,1800.0,3,90.0,199
Yelahanka,2,1036.0,2,39.35,215
7th Phase JP Nagar,4,3300.0,4,150.0,7
Padmanabhanagar,2,1100.0,2,65.0,170
Vittasandra,2,1246.0,2,65.0,212
Raja Rajeshwari Nagar,2,1196.0,2,51.51,176
HRBR Layout,3,1567.0,3,90.0,82
others,2,950.0,2,45.0,219
others,2,1022.0,2,52.0,219
Bharathi Nagar,2,1322.0,2,68.0,42
Doddakallasandra,3,1460.0,2,58.39,65
others,2,990.0,2,44.55,219
Whitefield,3,1635.0,2,85.0,213
others,3,1533.0,3,85.0,219
Electronic City Phase II,2,1031.0,2,56.35,71
Hennur,2,1259.0,2,57.0,89
Raja Rajeshwari Nagar,3,1570.0,3,88.0,176
Sarjapur  Road,3,1428.0,2,66.0,185
others,3,1475.0,3,70.0,219
Rayasandra,3,1639.0,3,83.0,181
Hennur Road,3,1804.0,3,102.0,90
Whitefield,3,1200.0,3,56.2,213
others,2,1135.0,2,55.0,219
Begur Road,2,1260.0,2,46.62,40
Rachenahalli,2,1220.0,2,59.5,175
Margondanahalli,2,1200.0,2,67.0,154
Yelahanka,2,1300.0,2,65.0,215
Cox Town,1,605.0,1,29.0,59
Bhoganhalli,2,1444.0,2,75.97,43
Amruthahalli,2,924.0,2,45.0,15
Kanakpura Road,2,700.0,2,35.0,120
Kothanur,2,1187.0,2,58.0,139
Kaval Byrasandra,2,1200.0,2,49.5,126
Budigere,2,1139.0,2,56.85,50
Kanakpura Road,3,1660.0,3,75.0,120
Somasundara Palya,2,1448.0,2,68.0,192
Yelahanka,3,1825.0,3,105.0,215
Thanisandra,2,1185.0,2,43.0,199
Hulimavu,2,1058.0,2,48.0,99
Bellandur,2,1220.0,2,60.0,41
Old Madras Road,2,1200.0,2,72.0,169
Bannerghatta Road,3,1550.0,3,78.0,35
Haralur Road,3,2475.0,4,130.0,84
Kaggadasapura,2,1063.0,2,42.0,111
others,2,1200.0,3,44.0,219
Hosakerehalli,4,1500.0,3,70.0,96
Hoodi,2,1400.0,2,78.0,91
Begur Road,3,1600.0,3,58.14,40
Nagavara,3,1545.0,2,58.0,163
others,2,1350.0,2,67.5,219
Gottigere,2,950.0,2,38.0,77
Thanisandra,2,1050.0,2,45.0,199
Banashankari Stage V,3,1305.0,2,49.0,30
Thanisandra,6,3500.0,5,160.0,199
Begur Road,3,1634.0,3,83.33,40
Balagere,2,1145.0,2,65.0,26
Bommasandra Industrial Area,2,1020.0,2,39.0,48
Raja Rajeshwari Nagar,2,1168.0,2,61.0,176
CV Raman Nagar,2,1028.0,2,49.0,51
others,2,1175.0,2,48.27,219
Pai Layout,3,1550.0,2,90.0,171
Yelahanka,3,1603.0,3,96.0,215
Marathahalli,3,1350.0,3,72.0,153
KR Puram,1,714.0,1,28.0,108
Whitefield,2,1215.0,2,65.0,213
Malleshpalya,3,1405.0,2,77.0,151
KR Puram,2,1142.0,2,51.0,108
others,4,4000.0,4,170.0,219
Whitefield,3,1870.0,3,90.0,213
Subramanyapura,2,1313.0,2,73.0,195
Thanisandra,3,1573.0,3,95.0,199
Sarjapur  Road,3,1380.0,2,52.0,185
others,3,1465.0,2,74.72,219
others,1,351.0,1,16.0,219
Uttarahalli,2,1279.0,2,48.0,205
Uttarahalli,3,1845.0,2,68.27,205
others,3,1360.0,2,59.27,219
Whitefield,2,1260.0,2,49.5,213
Dasanapura,2,965.0,2,42.5,60
Hoodi,3,1350.0,2,48.0,91
Bhoganhalli,2,1447.0,2,75.97,43
Kudlu,2,1027.0,2,43.0,140
Gottigere,2,1153.0,2,48.5,77
Whitefield,4,2856.0,5,145.5,213
Malleshpalya,2,1065.0,2,50.0,151
